,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,cp_1
19641,3.0,3.0,86.0,76.0,1.461116636623942
19642,3.0,2.0,61.0,61.0,-0.2820290712842259
19643,2.0,1.0,49.0,49.0,-1.4402700546824843
19644,1.0,1.0,90.0,54.0,-1.5111167986356278
19645,1.0,1.0,35.0,30.0,-2.3370118585837045
19646,3.0,2.0,82.0,78.0,0.2260220937308639
19647,3.0,2.0,67.0,64.0,-0.055428692615121414
19648,2.0,1.0,54.0,45.0,-1.396336713793316
19649,4.0,3.0,75.0,75.0,1.0152923853370819
19650,1.0,1.0,40.0,40.0,-2.190255141720181
19651,3.0,2.0,68.0,64.0,0.08973107975694315
19652,3.0,2.0,41.0,41.0,-0.7490298260009649
19653,2.0,1.0,53.0,46.0,-1.5090981668558374
19654,4.0,3.0,87.0,67.0,0.8235555754335941
19655,2.0,1.0,59.0,50.5,-0.9988146887237254
19656,2.0,1.0,34.0,34.0,-1.8485248869764108
19657,3.0,2.0,80.0,62.0,0.5061802440095752
19658,2.0,1.0,50.0,45.0,-1.4233987625170923
19659,2.0,1.0,48.0,41.0,-1.5298929542766564
19660,2.0,1.0,55.0,45.0,-1.365694361933803
19661,3.0,2.0,52.0,49.0,-0.5217576068819554
19662,1.0,1.0,40.0,28.0,-2.0744289233327455
19663,1.0,1.0,41.0,38.0,-2.056725266090139
19664,2.0,1.0,40.0,36.0,-1.6913684063335424
19665,2.0,1.0,39.0,35.0,-1.7283494198424834
19666,1.0,1.0,85.0,74.0,-0.4586063064368505
19667,3.0,2.0,104.0,104.0,0.8634687035561655
19668,4.0,3.0,162.0,112.0,2.47139886979338
19669,3.0,2.0,79.0,66.0,0.3049617493254787
19670,3.0,2.0,47.0,47.0,-0.5561967751346018
19671,3.0,2.0,78.0,72.0,0.3756257965041781
19672,4.0,2.0,96.0,96.0,1.1967645374252236
19673,1.0,1.0,33.0,30.0,-2.1011359423505542
19674,3.0,3.0,92.0,83.0,1.1970868047760328
19675,2.0,1.0,45.0,45.0,-1.4124776552087313
19676,4.0,2.0,200.0,160.0,4.243033005337812
19677,4.0,3.0,185.0,159.0,4.677519126122602
19678,4.0,3.0,150.0,140.0,3.678195559798159
19679,4.0,3.0,86.0,86.0,1.502724529699586
19680,4.0,3.0,130.0,121.0,3.301930528258451
19681,4.0,2.0,111.0,111.0,1.713842305402207
19682,3.0,2.0,65.0,61.0,0.02043405591773565
19683,2.0,1.0,49.0,44.0,-1.557103666519504
19684,2.0,1.0,35.0,35.0,-1.8274798688227096
19685,4.0,3.0,105.0,98.0,1.527410789597923
19686,4.0,3.0,131.0,131.0,3.027209267684471
19687,2.0,1.0,34.0,34.0,-1.9047149882195915
19688,3.0,2.0,73.0,73.0,0.23170049083233188
19689,3.0,2.0,50.0,47.0,-0.5871129223981973
19690,2.0,1.0,61.0,42.0,-1.2749441655015947
19691,3.0,2.0,102.0,80.0,1.4923453388464751
19692,2.0,1.0,40.0,40.0,-1.6277770794233402
19693,3.0,2.0,162.0,142.0,2.5634825406460724
19694,2.0,1.0,70.0,66.0,-0.6621092453334471
19695,2.0,1.0,62.0,55.0,-0.8530386621649104
19696,1.0,1.0,36.0,32.0,-2.1374452236835233
19697,2.0,1.0,45.0,40.0,-1.6763016336121832
19698,1.0,1.0,51.0,48.0,-1.768139379329172
19699,3.0,2.0,57.0,57.0,-0.46409787372685285
19700,3.0,2.0,96.0,75.0,0.6665432786135014
19701,2.0,1.0,48.0,47.0,-1.4716063623739284
19702,1.0,1.0,40.0,40.0,-1.6963097694506568
19703,4.0,3.0,84.0,84.0,1.3721490714209361
19704,2.0,1.0,26.0,26.0,-2.0216790809112895
19705,3.0,2.0,77.0,75.0,0.3430270344613397
19706,1.0,1.0,69.0,31.0,-1.8748641755777076
19707,4.0,1.0,90.0,84.0,0.5673296712142369
19708,2.0,1.0,48.0,37.0,-1.4982676520608809
19709,2.0,1.0,60.0,40.0,-1.4427072053687429
19710,2.0,1.0,70.0,60.0,-1.1678977331462397
19711,5.0,4.0,234.5,175.0,6.058081892367165
19712,3.0,2.0,71.0,61.0,-0.18405475393543125
19713,3.0,2.0,84.0,78.0,0.35078435513560485
19714,5.0,3.0,186.0,122.0,3.574017029412559
19715,3.0,2.0,74.0,63.0,-0.03460709359692715
19716,1.0,1.0,30.6,21.0,-2.4454776773066675
19717,3.0,2.0,145.0,100.0,1.790398624878756
19718,5.0,4.0,252.0,132.0,4.782928790748655
19719,1.0,1.0,37.0,30.0,-2.24821634086643
19720,2.0,1.0,51.0,42.0,-1.340742190524232
19721,2.0,1.0,57.0,52.0,-1.1172456103156654
19722,3.0,1.0,51.6,36.0,-1.1215808289629163
19723,4.0,2.0,54.0,50.0,0.020784367142454532
19724,3.0,2.0,146.0,73.0,1.4292351116851274
19725,4.0,3.0,98.0,84.0,1.5278907146215979
19726,3.0,2.0,225.0,143.0,3.2967319777095936
19727,5.0,3.0,177.0,177.0,5.141191234824326
19728,7.0,6.0,257.0,226.0,7.331554149465683
19729,2.0,1.0,52.0,45.0,-1.2368699665579628
19730,2.0,1.0,52.0,42.0,-1.3460259820617468
19731,4.0,3.0,120.0,115.0,2.075058426516301
19732,2.0,1.0,50.0,45.0,-0.8645567569293787
19733,3.0,2.0,65.0,60.0,-0.275174564490117
19734,5.0,4.0,217.0,160.0,4.727864835339244
19735,2.0,1.0,50.0,48.0,-1.1973873374791326
19736,4.0,3.0,83.0,60.0,0.9236524141775706
19737,3.0,2.0,47.0,42.0,-0.5944473925408785
19738,2.0,1.0,42.0,37.0,-1.7313232234220375
19739,3.0,2.0,79.0,67.0,0.24365382632146335
19740,2.0,1.0,54.0,44.0,-1.2181593732368428
19741,2.0,1.0,71.0,54.0,-0.9013374692255465
19742,3.0,2.0,100.0,72.0,0.6502453824813936
19743,2.0,1.0,46.0,39.0,-1.6104313510634511
19744,2.0,1.0,39.0,39.0,-1.689881252309746
19745,3.0,2.0,49.0,45.0,-0.5735648945901956
19746,3.0,2.0,77.0,72.0,0.271354695156599
19747,1.0,1.0,45.0,37.0,-2.0103489771596514
19748,3.0,2.0,71.0,57.0,0.011416209533559202
19749,2.0,1.0,38.0,37.0,-1.670665845991197
19750,2.0,1.0,51.0,45.0,-1.3151634961928267
19751,2.0,1.0,35.0,33.0,-1.836682832063762
19752,3.0,2.0,63.0,58.0,-0.31617572114118797
19753,3.0,2.0,69.0,66.0,-0.045198719219352375
19754,2.0,2.0,71.0,57.0,-0.4272988002433385
19755,2.0,1.0,50.0,46.0,-1.388469326208736
19756,2.0,1.0,48.0,41.0,-1.3212648267579803
19757,4.0,3.0,260.0,247.0,4.469105695706208
19758,1.0,1.0,31.0,31.0,-2.1967396251184184
19759,3.0,1.0,30.0,27.0,-1.6018480068880996
19760,3.0,2.0,39.0,39.0,-0.7469382651715076
19761,2.0,1.0,41.1,37.0,-1.7393347826781849
19762,5.0,3.0,100.0,82.0,1.824106181867783
19763,5.0,4.0,171.0,150.0,4.377140841437613
19764,3.0,2.0,58.0,54.0,-0.4037770479114753
19765,2.0,1.0,57.0,57.0,-1.16474971295441
19766,1.0,1.0,61.5,41.0,-1.656431494182704
19767,3.0,2.0,108.0,60.0,0.42575244888561936
19768,4.0,3.0,169.0,162.0,4.407282133267319
19769,4.0,3.0,78.0,73.0,1.2542872404704324
19770,2.0,1.0,64.0,57.7,-0.4717125212903687
19771,4.0,3.0,165.0,114.2,3.8067036309372693
19772,2.0,1.0,47.0,43.0,-1.4684170691860072
19773,2.0,1.0,52.0,44.0,-1.3334518999148397
19774,1.0,1.0,33.0,33.0,-2.235008300440449
19775,6.0,4.0,109.0,105.0,3.1093337613535286
19776,1.0,1.0,39.0,39.0,-2.139552908646181
19777,3.0,2.0,53.0,46.0,-0.4365683338283492
19778,1.0,1.0,40.0,38.0,-1.9941182165638969
19779,3.0,2.0,52.0,52.0,-0.45802423337039505
19780,3.0,2.0,67.0,43.0,-0.2830250527569231
19781,2.0,1.0,59.0,52.0,-1.3490348024650345
19782,3.0,2.0,60.0,54.0,-0.14711739669502646
19783,3.0,2.0,97.0,82.0,0.9813814565061414
19784,2.0,1.0,63.0,60.0,-0.8438812907910098
19785,1.0,1.0,25.0,25.0,-2.498587068825336
19786,1.0,1.0,18.0,18.0,-2.6556733904299903
19787,4.0,3.0,108.0,101.0,1.9490794628916377
19788,2.0,1.0,43.0,43.0,-1.4582089500410826
19789,2.0,1.0,89.0,52.0,-0.8117171700293853
19790,3.0,2.0,111.0,80.0,0.958831508607923
19791,4.0,3.0,95.0,82.0,1.7886119241481329
19792,2.0,1.0,52.0,52.0,-1.3807876344876544
19793,3.0,2.0,28.0,21.0,-1.1078629280147054
19794,4.0,3.0,137.0,118.0,2.7145210589227626
19795,3.0,2.0,55.0,52.0,-0.316672193963989
19796,3.0,2.0,119.0,79.0,0.8081811618366035
19797,2.0,1.0,43.0,43.0,-1.5048238409853598
19798,2.0,1.0,41.0,38.0,-1.550369197597154
19799,2.0,1.0,37.0,33.0,-1.834669349277332
19800,1.0,1.0,45.0,40.0,-1.8368303591144242
19801,3.0,2.0,110.0,85.0,1.3828490909111042
19802,3.0,2.0,50.0,50.0,-0.6067136791324077
19803,3.0,2.0,88.0,84.0,0.5462494427165805
19804,1.0,1.0,67.0,57.0,-1.4040251222328592
19805,2.0,1.0,59.0,55.0,-1.2856299462864162
19806,4.0,3.0,64.0,64.0,0.7819167641632149
19807,1.0,1.0,31.0,24.0,-2.3726799413438546
19808,3.0,2.0,58.0,58.0,-0.27642635611752814
19809,3.0,2.0,63.0,60.0,-0.12938450828918435
19810,3.0,2.0,65.0,58.0,-0.1117752828593363
19811,2.0,1.0,34.0,34.0,-1.7709350017809053
19812,5.0,3.0,160.0,110.0,2.719811083716408
19813,2.0,1.0,36.0,35.0,-1.5895426410716404
19814,3.0,2.0,57.0,54.0,-0.3192387191351557
19815,2.0,1.0,71.0,61.0,0.16269308887734557
19816,2.0,1.0,59.0,41.0,-1.4583080575046503
19817,4.0,3.0,165.0,140.0,3.8002106492962655
19818,2.0,1.0,37.0,34.0,-1.6906009611064456
19819,2.0,1.0,74.0,74.0,-0.535310461377159
19820,4.0,3.0,104.0,100.0,1.8706567337273055
19821,1.0,1.0,45.0,45.0,-1.9911703800314877
19822,3.0,2.0,82.0,59.0,0.10796708213637007
19823,2.0,1.0,63.0,33.0,-1.458206229104139
19824,2.0,1.0,55.0,42.0,-1.390950419716512
19825,4.0,3.0,132.0,122.0,3.328340069198891
19826,1.0,2.0,21.0,21.0,-2.0719994282569667
19827,4.0,3.0,98.0,90.0,1.5201813559145392
19828,2.0,1.0,61.0,42.0,-1.3221239684364408
19829,3.0,2.0,79.0,79.0,0.22946336070450415
19830,3.0,2.0,73.0,66.0,0.1942211640553333
19831,5.0,3.0,130.0,115.0,2.6640046264623796
19832,2.0,1.0,31.0,26.0,-1.9782031454200966
19833,2.0,1.0,61.0,45.0,-1.1687103672301462
19834,3.0,2.0,76.0,76.0,0.9595423095137922
19835,2.0,1.0,43.0,40.0,-1.6650775574284458
19836,2.0,1.0,50.0,45.0,-1.2740730629636217
19837,1.0,1.0,52.0,50.0,-1.725823956175335
19838,3.0,2.0,63.1,56.0,-0.30528144613542957
19839,3.0,2.0,59.0,54.0,-0.5356587118616027
19840,4.0,3.0,140.0,128.0,2.838006325612188
19841,2.0,1.0,50.0,47.0,-1.1294206107334273
19842,1.0,1.0,25.0,23.0,-2.4309065037150828
19843,3.0,2.0,81.0,73.0,0.7303797487366851
19844,4.0,3.0,150.0,109.0,2.3818459031656793
19845,2.0,1.0,40.0,40.0,-1.6638458103778517
19846,2.0,1.0,50.0,34.0,-1.497757624578508
19847,2.0,1.0,48.0,48.0,-1.5092606220325426
19848,2.0,1.0,51.0,47.0,-1.0070828157470884
19849,4.0,3.0,80.0,80.0,1.1681157478367485
19850,1.0,1.0,40.0,40.0,-1.8689453773065932
19851,2.0,1.0,46.0,46.0,-1.5748694840805733
19852,2.0,1.0,58.0,58.0,-0.7432624649422079
19853,3.0,2.0,51.0,49.0,-0.5861434854188343
19854,2.0,1.0,41.0,41.0,-1.7061861367348323
19855,2.0,1.0,55.0,40.0,-1.3132091437678166
19856,2.0,1.0,68.0,68.0,-0.6089825728819036
19857,4.0,3.0,88.0,83.0,1.567191195823028
19858,4.0,2.0,119.0,110.0,1.891694096857981
19859,1.0,1.0,45.0,38.0,-1.9742106842342073
19860,3.0,2.0,63.0,59.0,-0.31406416667399273
19861,4.0,3.0,108.0,94.0,1.9763246476045135
19862,2.0,1.0,43.0,40.0,-1.6058235186286351
19863,1.0,1.0,36.0,32.0,-2.181180886811594
19864,3.0,2.0,80.0,80.0,0.25033874626053965
19865,2.0,1.0,47.0,44.0,-1.3286785852246754
19866,4.0,3.0,114.0,96.0,1.8183479870674277
19867,6.0,4.0,130.0,120.0,3.3395390156997227
19868,1.0,1.0,42.0,37.0,-1.931470426151089
19869,3.0,2.0,112.0,112.0,1.8840348319974667
19870,4.0,3.0,116.0,108.0,2.742255165275556
19871,3.0,2.0,90.8,59.0,0.4326699780014148
19872,3.0,2.0,90.0,62.0,0.324926751906481
19873,1.0,1.0,41.0,35.0,-2.0955465778330313
19874,1.0,1.0,38.0,38.0,-2.013460629118801
19875,3.0,2.0,86.0,79.0,0.7218403665616525
19876,3.0,2.0,75.0,65.0,0.4811845944809035
19877,3.0,2.0,68.0,68.0,0.01157082381340372
19878,1.0,1.0,27.0,27.0,-2.4535415862043917
19879,3.0,1.0,86.0,66.0,-0.15018808214681018
19880,3.0,2.0,83.0,49.0,-0.3447189842865983
19881,3.0,2.0,64.0,61.0,-0.07278058447355576
19882,1.0,1.0,36.0,36.0,-2.17713192794039
19883,4.0,3.0,76.0,76.0,1.1135443306719865
19884,3.0,2.0,62.0,55.0,-0.06850547877736633
19885,3.0,2.0,178.0,154.0,3.0230318076935996
19886,2.0,1.0,35.0,35.0,-1.8184094010540508
19887,2.0,1.0,38.0,38.0,-1.7972268600865875
19888,3.0,2.0,96.0,80.0,0.6817399845641106
19889,3.0,2.0,77.0,77.0,0.2765642047920647
19890,3.0,2.0,43.0,40.0,-0.7208508568943137
19891,4.0,3.0,108.0,108.0,2.314285340022073
19892,4.0,3.0,135.0,115.0,2.2526751049097
19893,4.0,3.0,118.0,97.0,2.1222016371802352
19894,3.0,2.0,61.0,56.0,-0.19083170967435673
19895,2.0,1.0,49.0,45.0,-1.4990402403526437
19896,3.0,2.0,65.0,58.0,-0.07019383368051155
19897,1.0,1.0,45.0,37.0,-1.9031911466613538
19898,3.0,2.0,84.0,78.0,0.6891945341263214
19899,3.0,2.0,72.0,60.0,-0.10240373739965425
19900,3.0,2.0,48.0,48.0,-0.46967964288255626
19901,1.0,1.0,57.0,35.0,-1.7259741479246038
19902,3.0,2.0,62.0,57.0,-0.15717884296146806
19903,5.0,3.0,216.0,178.0,4.498822132837724
19904,1.0,1.0,33.0,33.0,-2.229019601038511
19905,2.0,1.0,38.0,38.0,-1.687349107227872
19906,2.0,1.0,40.0,40.0,-1.628522964263706
19907,2.0,1.0,42.0,42.0,-1.5098135551382075
19908,4.0,2.0,88.0,65.0,0.5766577516326185
19909,4.0,3.0,76.0,76.0,1.0113289317775913
19910,1.0,1.0,41.0,37.0,-2.021650991045146
19911,4.0,3.0,150.0,134.0,3.504737932125629
19912,5.0,4.0,225.0,160.0,4.782509268980555
19913,3.0,2.0,76.0,73.0,0.09384543955558594
19914,2.0,1.0,50.0,45.3,-1.2636084334556132
19915,4.0,3.0,138.0,97.0,2.372619314775221
19916,2.0,1.0,40.0,40.0,-1.6800391296573702
19917,4.0,3.0,103.0,96.0,1.9159938376183023
19918,1.0,1.0,30.0,27.0,-2.344228881465727
19919,1.0,1.0,35.0,31.0,-2.3377942790219355
19920,4.0,3.0,239.0,101.0,2.921081159630096
19921,3.0,2.0,68.0,64.0,0.27998604738069305
19922,3.0,2.0,86.0,81.0,0.6322171389034829
19923,2.0,1.0,72.0,65.0,-0.21826331732172852
19924,4.0,3.0,110.0,100.0,1.7517743771211338
19925,2.0,1.0,51.0,46.0,-1.3395709413200871
19926,1.0,1.0,35.0,32.0,-2.1700365645873014
19927,4.0,3.0,128.0,122.0,3.7298880449021525
19928,2.0,1.0,37.0,37.0,-1.7653330903006141
19929,1.0,1.0,30.0,28.0,-2.4276418152834323
19930,5.0,4.0,188.0,120.0,4.0613675262995095
19931,2.0,1.0,61.0,53.0,-0.9916655775937134
19932,2.0,1.0,58.0,42.0,-1.345459769482531
19933,4.0,3.0,99.0,89.0,1.9822500070359208
19934,3.0,2.0,118.0,111.0,1.6749699410673742
19935,3.0,2.0,83.0,78.0,1.1110267190223513
19936,1.0,1.0,56.0,44.0,-1.7527798834683195
19937,4.0,3.0,96.7,92.0,1.507452816164554
19938,4.0,3.0,71.0,71.0,0.775224041259668
19939,2.0,1.0,45.0,45.0,-1.6184533055984118
19940,1.0,1.0,43.0,38.8,-1.7606835989133087
19941,3.0,2.0,64.0,64.0,-0.12260630020360125
19942,3.0,2.0,68.0,58.0,-0.015548065384264172
19943,4.0,3.0,173.0,88.0,2.3284559342621485
19944,2.0,1.0,48.0,45.0,-1.3273828288730203
19945,4.0,3.0,110.0,90.0,1.700526269417108
19946,7.0,4.0,185.0,131.9,5.654549729477727
19947,4.0,3.0,98.0,83.0,1.488078365074103
19948,7.0,5.0,169.0,154.0,5.887832952847772
19949,2.0,1.0,58.0,47.0,-1.3378939622023929
19950,4.0,3.0,95.0,95.0,1.7670943259394214
19951,5.0,3.0,245.0,191.0,5.652388462900759
19952,4.0,3.0,95.0,71.0,1.3844775405744902
19953,4.0,3.0,141.0,128.0,3.3101895350650627
19954,2.0,1.0,40.0,40.0,-1.2462964154600902
19955,4.0,3.0,155.0,133.0,3.391804597752008
19956,1.0,1.0,20.0,20.0,-2.6205415187171055
19957,4.0,3.0,109.0,94.0,2.4108645694081674
19958,3.0,2.0,68.0,68.0,-0.002995672399793457
19959,5.0,4.0,118.0,100.0,3.120480361265447
19960,1.0,1.0,36.0,36.0,-2.2621143309202663
19961,1.0,1.0,21.0,21.0,-2.6028325046075307
19962,2.0,1.0,40.0,37.0,-1.4333065789831765
19963,1.0,1.0,37.0,35.0,-2.1488869632346392
19964,1.0,1.0,40.0,40.0,-1.696353963219691
19965,4.0,3.0,230.0,152.0,4.98201696071103
19966,1.0,1.0,24.0,24.0,-2.503022229984122
19967,2.0,1.0,34.0,34.0,-1.8133682994700389
19968,3.0,2.0,82.0,61.0,0.2594702107903607
19969,3.0,2.0,65.4,57.0,-0.29973767758601527
19970,2.0,1.0,52.0,49.0,-1.2070500167899525
19971,1.0,1.0,39.0,32.0,-2.0878641618353777
19972,3.0,2.0,56.0,50.0,-0.43209474588340757
19973,2.0,1.0,54.0,54.0,-1.3305015955595292
19974,2.0,1.0,40.0,40.0,-1.7211102576931476
19975,3.0,2.0,103.0,78.2,1.2151939221699222
19976,3.0,2.0,95.0,62.0,0.13534484108092854
19977,1.0,1.0,35.0,30.0,-2.186449300076019
19978,3.0,2.0,84.0,74.0,1.032119702974195
19979,1.0,1.0,22.0,22.0,-2.4652213003390964
19980,5.0,4.0,210.0,130.0,4.266197361033565
19981,4.0,3.0,156.0,119.5,2.780964182688074
19982,2.0,1.0,109.1,65.0,0.15731213313116602
19983,3.0,2.0,94.9,70.0,0.568935627097909
19984,2.0,1.0,54.0,48.0,-1.3238442406106128
19985,2.0,1.0,51.0,46.0,-1.260783161277536
19986,2.0,1.0,37.0,32.0,-1.7442416715453146
19987,2.0,1.0,35.0,35.0,-1.7611861161710813
19988,2.0,1.0,48.0,48.0,-1.4375065258869872
19989,4.0,3.0,70.0,66.0,0.951014749460285
19990,2.0,1.0,32.0,32.0,-1.7696836551192632
19991,1.0,1.0,31.0,27.0,-2.2864261983130514
19992,5.0,4.0,150.0,141.0,4.207369213669504
19993,1.0,1.0,35.0,35.0,-2.1691679731187783
19994,3.0,2.0,190.0,90.0,2.6765912569211365
19995,2.0,1.0,54.0,54.0,-0.6981900812682061
19996,2.0,1.0,37.0,35.0,-1.8426519610158347
19997,4.0,3.0,155.2,102.0,3.047069981085517
19998,4.0,3.0,185.0,115.0,2.779047795106453
19999,4.0,2.0,87.0,81.0,1.1196586413176381
20000,7.0,4.0,150.0,148.0,4.755319602724699
20001,2.0,1.0,50.0,48.0,-1.2853864963299133
20002,2.0,1.0,52.0,47.0,-1.2950214304229364
20003,3.0,2.0,65.0,65.0,-0.15825940893037016
20004,3.0,2.0,89.9,80.0,0.3226627691925597
20005,2.0,1.0,61.0,56.0,-0.9311016920577077
20006,4.0,3.0,139.0,130.0,3.55581452750714
20007,2.0,1.0,40.0,38.0,-1.6394699738096685
20008,1.0,1.0,35.0,31.0,-2.184903288722946
20009,2.0,1.0,37.0,37.0,-1.7502865962691951
20010,6.0,4.0,296.0,229.0,7.024093817611163
20011,2.0,1.0,44.0,44.0,-1.5740207582143995
20012,2.0,1.0,33.0,32.0,-1.9148663069155043
20013,3.0,2.0,66.0,66.0,0.05334557645285033
20014,3.0,2.0,76.0,45.0,-0.4498260597716293
20015,4.0,3.0,177.0,78.0,2.202729417989394
20016,2.0,1.0,35.0,35.0,-1.6464358435660469
20017,1.0,1.0,26.0,26.0,-2.4352310744735615
20018,2.0,1.0,66.7,42.0,-1.1249956058946673
20019,6.0,5.0,248.0,135.0,5.511494127515172
20020,3.0,2.0,69.0,62.0,0.014566657123245888
20021,4.0,3.0,83.0,74.0,1.094414222716202
20022,1.0,1.0,54.6,34.0,-1.8185625053991583
20023,3.0,2.0,63.0,56.0,-0.1667297427674998
20024,2.0,1.0,34.0,34.0,-1.7886602470311965
20025,2.0,1.0,76.3,50.0,-0.7728462095289597
20026,2.0,1.0,45.0,43.0,-1.4121048886633827
20027,2.0,1.0,41.0,30.0,-1.7921503145889346
20028,4.0,3.0,110.0,73.0,1.352176499215685
20029,3.0,1.0,95.0,95.0,0.22256587093785388
20030,2.0,1.0,41.0,39.0,-1.5792116457899157
20031,4.0,3.0,115.0,105.0,2.4559068853377775
20032,3.0,2.0,68.0,64.0,0.016678757667332452
20033,1.0,1.0,35.0,35.0,-1.8517041745805274
20034,3.0,2.0,124.0,124.0,2.8223101222493527
20035,2.0,1.0,69.0,57.0,-1.1963252348381201
20036,3.0,2.0,178.0,85.0,1.6262304200439779
20037,2.0,1.0,40.9,38.0,-1.7496109882426287
20038,2.0,1.0,44.0,44.0,-1.4893280668241367
20039,2.0,1.0,39.0,38.0,-1.7589291041539143
20040,4.0,2.0,133.0,122.0,2.3476026344397543
20041,1.0,1.0,27.0,27.0,-2.3952583050301834
20042,5.0,4.0,148.0,120.0,3.7121601000458404
20043,5.0,4.0,176.0,176.0,5.36503314008177
20044,2.0,1.0,26.0,26.0,-2.09166696052053
20045,1.0,1.0,40.0,34.0,-2.0469107342985327
20046,4.0,3.0,175.0,122.7,3.9497775790243024
20047,4.0,3.0,178.0,130.0,3.2268948170362144
20048,2.0,1.0,56.0,51.0,-1.1310937154217804
20049,4.0,3.0,93.0,93.0,1.5912464732541025
20050,6.0,4.0,163.0,94.0,3.4769582263787178
20051,3.0,2.0,82.0,69.0,0.4989684064433887
20052,3.0,2.0,80.1,65.0,0.17085114181095507
20053,1.0,1.0,75.0,67.8,-1.266661534423925
20054,3.0,2.0,140.0,75.0,1.0083945383788284
20055,4.0,3.0,108.0,88.0,2.1435796687091613
20056,1.0,1.0,30.0,28.0,-2.372698913097929
20057,2.0,1.0,49.0,45.0,-1.4666334533625878
20058,1.0,1.0,55.0,55.0,-1.3023599745457193
20059,3.0,2.0,46.0,43.0,-0.7593977009423092
20060,4.0,3.0,161.0,161.0,4.116616301951147
20061,2.0,1.0,57.0,50.0,-0.9869214395306972
20062,2.0,1.0,32.0,32.0,-1.8884040479366813
20063,3.0,2.0,60.0,54.0,-0.1350896963002653
20064,3.0,2.0,88.6,58.0,0.3426852691788382
20065,3.0,2.0,59.0,50.0,-0.32519726725907483
20066,3.0,2.0,60.0,60.0,-0.25210304479977536
20067,2.0,1.0,32.0,32.0,-1.8530818221783434
20068,4.0,3.0,153.4,140.0,2.877502095999958
20069,5.0,4.0,198.0,190.0,6.383594810082695
20070,4.0,3.0,82.0,74.0,1.1955988268900402
20071,1.0,1.0,33.0,30.0,-2.252959940741746
20072,6.0,4.0,200.0,160.0,5.079789763164427
20073,2.0,1.0,60.0,49.0,-0.5148859400088001
20074,2.0,1.0,38.0,38.0,-1.732869219156943
20075,1.0,1.0,47.0,36.0,-1.9940464603372345
20076,2.0,1.0,52.0,47.0,-1.5961707453280525
20077,2.0,1.0,56.0,56.0,-1.2537833589470848
20078,2.0,1.0,47.0,47.0,-1.352961522565673
20079,3.0,2.0,71.0,59.0,-0.1468711839154338
20080,2.0,1.0,50.0,48.0,-1.4293860593192032
20081,2.0,1.0,45.0,40.0,-1.6062765938514236
20082,2.0,1.0,44.0,37.0,-1.6403124544852707
20083,2.0,1.0,44.0,41.0,-1.5633981724477846
20084,2.0,1.0,58.0,54.4,-1.0839638194331878
20085,1.0,1.0,40.0,37.0,-2.0638227679501537
20086,3.0,2.0,58.0,58.0,0.11542587157957741
20087,4.0,3.0,110.0,110.0,2.1286494685105963
20088,3.0,2.0,75.0,68.0,0.30038790560799405
20089,2.0,1.0,54.0,45.0,-1.2197697208802514
20090,2.0,1.0,60.0,52.0,-0.8172401443974799
20091,3.0,2.0,77.0,77.0,0.45739653327421825
20092,4.0,3.0,130.0,126.0,2.8172145652336416
20093,3.0,2.0,77.0,77.0,0.5077629102506526
20094,4.0,3.0,155.0,98.0,2.8611500284093245
20095,4.0,3.0,107.0,101.0,2.3798010280449016
20096,3.0,2.0,79.0,67.0,0.4141051835132761
20097,2.0,1.0,56.0,56.0,-1.0668869743308786
20098,4.0,3.0,160.0,140.0,3.919583945561965
20099,3.0,2.0,65.0,63.0,0.007484645720625493
20100,2.0,1.0,50.0,50.0,-1.3195828550541413
20101,4.0,3.0,165.0,150.0,4.354082091727612
20102,3.0,2.0,105.0,71.0,0.9114101254663939
20103,4.0,3.0,175.0,170.0,4.755564164759627
20104,3.0,2.0,130.0,130.0,2.0419005027618145
20105,3.0,2.0,82.0,79.0,0.5044385303786482
20106,3.0,2.0,84.0,79.0,0.45742513246339356
20107,2.0,1.0,70.0,50.0,-0.9673184466402404
20108,3.0,2.0,87.0,80.0,0.552236562488365
20109,1.0,1.0,28.4,26.0,-2.4844477262789573
20110,3.0,2.0,58.0,53.0,-0.18438284029212085
20111,3.0,2.0,133.0,65.0,0.6565525531042994
20112,3.0,2.0,63.0,60.0,0.009218206204260221
20113,3.0,2.0,104.0,92.0,1.8871994500493288
20114,5.0,5.0,204.0,145.0,5.78442892488207
20115,2.0,1.0,31.0,28.0,-1.8760772090878455
20116,3.0,2.0,111.0,66.0,0.6036869774427397
20117,4.0,3.0,192.0,93.0,2.5139694928059524
20118,5.0,3.0,203.0,145.0,4.8413977824193335
20119,3.0,2.0,54.0,50.0,-0.3906666850267114
20120,3.0,2.0,142.0,64.0,0.628215971209509
20121,3.0,2.0,105.0,75.0,0.7762868657047098
20122,2.0,1.0,60.0,50.0,-1.4772286368590986
20123,1.0,1.0,40.0,35.0,-2.096940945989624
20124,2.0,1.0,51.0,43.0,-1.4527012605380507
20125,4.0,2.0,187.0,187.0,4.427319452257193
20126,2.0,1.0,37.0,29.0,-1.8842285851849294
20127,4.0,3.0,116.0,106.0,2.525157291593754
20128,6.0,4.0,155.0,145.0,4.623715549983452
20129,1.0,1.0,41.0,36.0,-2.0902901362667037
20130,3.0,2.0,82.0,77.0,0.6974503990374946
20131,3.0,2.0,55.0,51.0,-0.40294626540020495
20132,2.0,1.0,48.0,41.0,-1.6141025189122284
20133,3.0,2.0,56.0,54.0,-0.15379974021791554
