,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,cp_1
19149,4.0,3.0,240.0,200.0,5.148126754836903
19150,2.0,1.0,55.0,50.0,-1.1519219871312558
19151,2.0,1.0,50.0,43.0,-1.3828275186203798
19152,2.0,1.0,39.0,38.0,-1.8388041943129863
19153,3.0,2.0,170.0,77.0,1.6567032852416097
19154,4.0,3.0,90.0,87.0,1.7547893664989098
19155,2.0,1.0,47.0,39.0,-1.5390866377518493
19156,4.0,2.0,133.0,69.0,1.1581671143085472
19157,1.0,1.0,35.0,32.0,-2.1965521151126435
19158,5.0,4.0,184.0,130.3,4.608491914795098
19159,4.0,2.0,89.0,78.0,1.4072000087253775
19160,2.0,1.0,59.5,49.0,-1.341610379016069
19161,3.0,2.0,58.0,52.0,-0.3275239480117443
19162,3.0,2.0,86.0,68.1,0.6169841116019145
19163,4.0,3.0,65.0,60.0,0.6383962131033332
19164,2.0,1.0,50.0,35.0,-1.632030750912842
19165,1.0,1.0,38.0,34.0,-2.1046989765516595
19166,2.0,1.0,55.0,52.0,-1.1382402585129012
19167,1.0,1.0,24.0,24.0,-2.5476098761617325
19168,1.0,1.0,33.0,29.0,-2.2407371693512554
19169,2.0,1.0,44.0,41.0,-1.5225227992242982
19170,4.0,3.0,90.0,90.0,2.0455437156111334
19171,2.0,1.0,28.0,28.0,-1.9573095513757137
19172,4.0,3.0,74.0,66.0,0.7841682082834457
19173,3.0,2.0,78.0,63.0,0.22358855455838111
19174,5.0,4.0,206.0,206.0,6.040683777350764
19175,2.0,1.0,36.0,36.0,-1.808811526635428
19176,2.0,1.0,70.0,62.0,-0.5166796558102553
19177,4.0,3.0,140.0,140.0,3.0962748933512096
19178,2.0,1.0,44.0,40.0,-1.7548360921978847
19179,3.0,2.0,72.0,67.0,0.19713549822056714
19180,1.0,1.0,32.0,28.0,-2.2827550905185827
19181,2.0,1.0,54.0,48.0,-1.3180623127553233
19182,3.0,2.0,73.0,50.0,-0.3204446589829147
19183,4.0,3.0,65.0,56.0,0.5568507246999276
19184,3.0,2.0,98.0,77.0,0.4289292131080518
19185,2.0,1.0,37.0,34.0,-1.789152966287457
19186,3.0,1.0,37.0,30.0,-1.235601346890271
19187,4.0,3.0,92.0,92.0,1.4405292990897764
19188,3.0,2.0,65.0,62.0,-0.09128541230467041
19189,2.0,1.0,30.0,30.0,-1.9722747732170025
19190,1.0,1.0,55.0,36.0,-1.7838842274936966
19191,2.0,1.0,52.0,43.0,-1.3139195305545137
19192,1.0,1.0,22.0,22.0,-2.4804015010825724
19193,4.0,3.0,149.0,112.2,2.845390111542714
19194,2.0,1.0,41.0,41.0,-1.592734079545368
19195,4.0,3.0,131.0,117.0,2.784357885993138
19196,2.0,1.0,45.0,38.0,-1.6076286673823879
19197,2.0,1.0,47.0,39.0,-1.5887386144906595
19198,3.0,2.0,122.0,122.0,1.7061702496386915
19199,2.0,1.0,90.0,60.0,-0.1946148918086175
19200,1.0,1.0,35.0,32.0,-2.2667625381694485
19201,3.0,2.0,250.0,120.0,2.6261420968128
19202,2.0,1.0,57.1,47.0,-1.3642796533187527
19203,2.0,1.0,65.0,48.0,-1.1445068522472348
19204,1.0,1.0,21.0,21.0,-2.596548621057214
19205,2.0,1.0,48.0,45.0,-1.4331065510893004
19206,1.0,1.0,34.0,32.0,-2.2126666572488296
19207,2.0,1.0,58.2,41.0,-1.4433494363431767
19208,2.0,1.0,55.0,47.0,-1.318178504196495
19209,2.0,1.0,49.0,42.0,-1.4257824156892778
19210,2.0,1.0,44.0,41.0,-1.6098059539793754
19211,3.0,2.0,65.0,55.0,-0.2388369895919542
19212,2.0,1.0,43.0,40.0,-1.5305817474396686
19213,3.0,2.0,54.0,51.0,-0.2073608399513792
19214,5.0,3.0,139.0,130.0,4.4138168625958905
19215,3.0,2.0,95.0,72.0,0.5695702650847001
19216,5.0,3.0,158.0,115.0,3.0015668114364527
19217,3.0,2.0,45.0,45.0,-0.6366697753632942
19218,1.0,1.0,31.0,31.0,-2.3255643764650653
19219,3.0,2.0,107.0,71.0,0.49331382437609034
19220,2.0,1.0,36.0,33.0,-1.5965620712011543
19221,2.0,1.0,60.0,55.0,-0.5302175407424706
19222,3.0,2.0,70.0,65.0,0.35362161953170224
19223,5.0,4.0,250.0,200.0,6.129970464977208
19224,1.0,1.0,44.0,36.0,-1.9205611006979788
19225,2.0,1.0,30.0,30.0,-1.9896489750096864
19226,5.0,4.0,182.0,160.0,4.3754240461245795
19227,3.0,2.0,85.0,77.0,0.5788946643055854
19228,3.0,2.0,67.0,67.0,-0.0947580480422035
19229,1.0,1.0,27.0,27.0,-2.4362085851327886
19230,3.0,2.0,145.0,67.0,1.1687317397040824
19231,1.0,1.0,30.0,29.0,-2.1438918695560103
19232,1.0,1.0,38.0,36.0,-2.155843152692184
19233,4.0,3.0,88.0,64.0,1.0805883089960566
19234,3.0,2.0,128.0,46.0,0.10389011353289067
19235,3.0,2.0,75.0,55.0,-0.023007593052424103
19236,5.0,4.0,305.0,250.0,7.490487935754617
19237,1.0,1.0,34.0,34.0,-2.2718416784831557
19238,3.0,2.0,100.0,93.0,1.092355993599214
19239,4.0,3.0,65.0,64.0,0.6735941777881146
19240,4.0,3.0,174.0,80.0,2.2624895649324173
19241,2.0,1.0,48.0,40.0,-1.4876675321446355
19242,2.0,1.0,77.0,58.0,-0.7000988534494985
19243,1.0,1.0,39.0,37.0,-2.111667489062223
19244,2.0,1.0,38.0,38.0,-1.693177851727596
19245,2.0,1.0,38.0,36.0,-1.7906407824257207
19246,4.0,3.0,90.0,90.0,1.4988715522428206
19247,3.0,2.0,52.0,49.0,-0.5433739731718008
19248,4.0,3.0,136.0,136.0,2.656356024083219
19249,5.0,3.0,203.0,145.0,4.8413977824193335
19250,2.0,1.0,37.0,37.0,-1.8932403025667899
19251,3.0,2.0,68.0,68.0,0.034317666270691494
19252,4.0,3.0,150.0,150.0,3.5173454909121147
19253,2.0,1.0,40.0,40.0,-1.6550612103242766
19254,2.0,1.0,44.0,44.0,-1.541581150254609
19255,2.0,1.0,45.0,42.0,-1.3796992911349515
19256,5.0,3.0,152.0,124.0,3.2939286771179304
19257,2.0,1.0,44.0,39.0,-1.5946226685695797
19258,3.0,2.0,64.0,44.0,-0.5222427255484354
19259,3.0,2.0,105.0,77.0,0.8759332837085131
19260,4.0,3.0,124.0,118.0,2.9057913024933444
19261,2.0,1.0,62.0,50.0,-1.188168431326271
19262,3.0,2.0,140.0,124.0,1.5726346728915483
19263,2.0,1.0,44.0,41.0,-1.7039752599623486
19264,2.0,1.0,63.0,58.0,-1.0509687231968043
19265,1.0,1.0,48.0,42.0,-1.8056342040565303
19266,2.0,1.0,57.0,43.0,-1.3216992549370845
19267,2.0,1.0,42.1,36.0,-1.7310439040169217
19268,3.0,2.0,124.0,114.0,2.4366546556565467
19269,2.0,1.0,52.0,47.0,-1.389749412620531
19270,4.0,3.0,127.0,117.0,3.8777299843347577
19271,2.0,1.0,43.0,43.0,-1.427147999558833
19272,3.0,2.0,75.0,70.0,0.027427779350559706
19273,2.0,1.0,44.0,41.0,-1.5750213027064044
19274,1.0,1.0,44.0,40.0,-1.8204610718314138
19275,3.0,2.0,184.0,91.0,3.10807899358481
19276,2.0,1.0,49.0,37.0,-1.6606362040907883
19277,4.0,3.0,155.0,115.0,2.656719999482987
19278,4.0,3.0,76.0,70.0,1.0374744513897167
19279,1.0,1.0,18.0,18.0,-2.6359711666072982
19280,2.0,1.0,51.0,45.0,-1.425096464269973
19281,2.0,1.0,71.9,67.0,-0.9623726549439242
19282,4.0,2.0,111.0,108.0,1.3474600244626247
19283,1.0,1.0,26.0,26.0,-2.3873628972137118
19284,2.0,1.0,54.0,47.0,-1.2457254411828003
19285,3.0,2.0,80.0,71.0,0.23091243644025394
19286,2.0,1.0,41.0,35.0,-1.7099809808049786
19287,6.0,4.0,259.0,203.0,6.703103023416352
19288,1.0,1.0,32.0,30.0,-2.262649645428048
19289,1.0,1.0,42.0,34.0,-1.9818217810399383
19290,2.0,1.0,38.0,38.0,-1.6756090392099583
19291,2.0,1.0,57.0,57.0,-1.265818745634356
19292,2.0,1.0,43.0,32.0,-1.6530076915296783
19293,3.0,2.0,203.0,109.0,2.329864374016561
19294,4.0,3.0,95.0,73.0,1.5080725433992401
19295,2.0,1.0,39.0,39.0,-1.7595661501648294
19296,3.0,2.0,60.0,60.0,-0.04295361428242068
19297,3.0,2.0,48.0,48.0,-0.6518397940430789
19298,1.0,1.0,51.0,46.0,-1.8621001647567477
19299,3.0,2.0,77.0,67.0,0.4150906617601222
19300,4.0,2.0,133.0,85.0,1.395740762660067
19301,1.0,1.0,73.0,32.0,-1.9551799743625282
19302,1.0,1.0,28.0,25.0,-2.375082409905498
19303,3.0,2.0,80.0,70.0,0.12693282305472137
19304,2.0,1.0,38.0,38.0,-1.7010090289154882
19305,2.0,1.0,34.0,34.0,-1.7718661416156873
19306,3.0,2.0,91.0,71.0,0.5155431575379703
19307,2.0,1.0,38.0,36.0,-1.8000111804310563
19308,3.0,2.0,75.0,70.0,0.1963133220877922
19309,2.0,1.0,47.0,44.0,-1.1366683511052273
19310,4.0,1.0,160.0,138.0,2.284820793357079
19311,1.0,1.0,46.0,38.0,-1.9822221477461504
19312,5.0,2.0,146.5,110.0,2.7003851599070194
19313,4.0,3.0,103.0,103.0,2.5585009147099917
19314,3.0,2.0,60.0,58.0,0.3514431978019612
19315,3.0,2.0,62.0,58.0,-0.009037340461532204
19316,4.0,3.0,84.7,73.0,1.0973256694456859
19317,3.0,2.0,84.0,80.0,0.5137657918734182
19318,1.0,1.0,26.0,26.0,-2.3682197206593
19319,2.0,1.0,50.0,44.0,-1.3905615305098922
19320,2.0,1.0,36.0,32.0,-1.8273139263071183
19321,1.0,1.0,36.0,32.0,-2.1272814593748133
19322,1.0,1.0,27.0,27.0,-2.352051197865425
19323,5.0,3.0,238.8,166.0,5.747098816156686
19324,3.0,2.0,62.0,53.0,-0.0670897953526892
19325,2.0,1.0,43.0,43.0,-1.5978516661456543
19326,1.0,1.0,66.0,36.0,-1.6800029472322449
19327,3.0,3.0,125.0,120.0,3.5360078942648117
19328,3.0,2.0,83.0,74.2,0.38906400292461385
19329,5.0,4.0,90.0,82.0,2.5334799019810514
19330,2.0,1.0,47.0,47.0,-1.544357950333367
19331,1.0,1.0,42.0,20.0,-2.1350522115853687
19332,5.0,4.0,110.0,110.0,3.1432076844427894
19333,2.0,1.0,53.0,48.0,-1.411336476937426
19334,2.0,1.0,64.0,48.0,-1.1738191768557247
19335,2.0,1.0,45.0,36.0,-1.664758338127856
19336,2.0,1.0,41.0,26.0,-1.8143967940899666
19337,5.0,3.0,272.0,234.0,5.876339749126597
19338,4.0,3.0,125.0,125.0,2.5581889513865335
19339,4.0,3.0,153.0,113.0,2.3813594375525358
19340,3.0,2.0,63.0,58.0,-0.285516781860298
19341,1.0,1.0,36.0,32.0,-2.144893018576884
19342,3.0,2.0,75.0,65.0,0.2918745949142607
19343,3.0,2.0,75.0,75.0,0.4807441670435082
19344,2.0,1.0,48.0,45.0,-1.3323991582736847
19345,4.0,3.0,147.0,147.0,3.5251706156765223
19346,3.0,2.0,65.0,62.0,-0.08821894545642672
19347,2.0,1.0,59.0,48.0,-1.2641789868612463
19348,2.0,1.0,51.0,47.0,-1.3756756958025615
19349,2.0,1.0,75.0,55.0,-0.9635664450305531
19350,3.0,2.0,75.0,69.0,0.09962235513747311
19351,4.0,3.0,130.0,110.0,2.918756185921603
19352,2.0,1.0,52.0,49.0,-1.2233508715522112
19353,4.0,3.0,80.0,66.0,0.8841977624816059
19354,4.0,3.0,228.0,154.5,5.4351160335055635
19355,3.0,2.0,71.0,55.0,-0.07861928468813938
19356,3.0,2.0,67.0,57.0,-0.1752928961359534
19357,3.0,2.0,85.8,65.0,0.3196640568259601
19358,3.0,2.0,64.0,56.0,-0.2528356988693482
19359,2.0,1.0,65.0,48.0,-1.1445068522472348
19360,2.0,1.0,61.0,50.0,-1.109282187136662
19361,3.0,2.0,94.0,84.0,0.611147613110601
19362,4.0,3.0,210.0,192.0,5.337259669664575
19363,4.0,3.0,132.0,94.6,3.56342147829692
19364,1.0,1.0,27.0,27.0,-2.4355766450476115
19365,3.0,2.0,53.0,45.0,-0.5146663197447714
19366,3.0,2.0,80.0,80.0,0.6815316613237774
19367,2.0,1.0,57.0,50.0,-1.2300049440201584
19368,3.0,2.0,78.0,63.2,0.3267187792318656
19369,2.0,1.0,98.0,49.0,-0.8555016808179381
19370,2.0,1.0,46.0,42.0,-1.4133616593281813
19371,3.0,2.0,68.0,62.0,0.13443720989303387
19372,3.0,2.0,73.0,45.0,-0.24255914800548484
19373,5.0,4.0,161.0,151.0,4.196230518815333
19374,4.0,3.0,95.0,80.0,1.3042580920005482
19375,2.0,1.0,59.0,54.0,-1.268915586949586
19376,3.0,2.0,55.0,47.0,-0.5093096119725693
19377,3.0,2.0,64.0,53.0,-0.3622168006752754
19378,2.0,1.0,37.0,34.0,-1.8806343407268578
19379,3.0,2.0,96.0,80.6,0.45537736336676693
19380,2.0,1.0,43.0,40.0,-1.4815508643077044
19381,2.0,1.0,50.0,47.0,-1.3242052302911897
19382,4.0,3.0,82.0,82.0,1.0603376890097556
19383,2.0,1.0,64.0,57.8,-0.9808015408894529
19384,3.0,2.0,124.0,110.0,1.1397218351387741
19385,2.0,1.0,55.0,46.0,-1.075167119611662
19386,3.0,2.0,69.0,69.0,0.0037255475149292508
19387,2.0,1.0,41.0,41.0,-1.7019275065639985
19388,6.0,5.0,270.0,240.0,8.603365460072386
19389,2.0,1.0,45.0,45.0,-1.4631126325202901
19390,4.0,3.0,77.0,75.0,1.6299119142248752
19391,2.0,1.0,42.0,35.0,-1.7372062848387988
19392,3.0,2.0,60.0,60.0,-0.1774232024843869
19393,4.0,3.0,87.7,66.0,1.1337184552768222
19394,4.0,3.0,98.0,90.0,1.5719736674425424
19395,2.0,1.0,33.0,33.0,-1.8928669815511128
19396,1.0,1.0,25.0,21.0,-2.4658246276173577
19397,1.0,1.0,42.0,38.0,-2.017184736853788
19398,2.0,1.0,48.0,48.0,-1.4848871819756593
19399,3.0,2.0,57.0,54.0,-0.1994922947893123
19400,2.0,1.0,42.0,42.0,-1.6669000476235876
19401,7.0,6.0,182.0,142.0,5.3415665806594586
19402,3.0,2.0,80.0,80.0,0.3714513021726222
19403,2.0,1.0,64.0,57.0,-0.9846009331185529
19404,3.0,2.0,90.0,80.0,0.9225005317918789
19405,3.0,2.0,74.0,63.0,0.13161008459181447
19406,3.0,2.0,51.0,49.0,-0.5699402933701432
19407,4.0,3.0,78.0,64.0,2.5536982271829807
19408,2.0,1.0,34.0,34.0,-1.7983968113138464
19409,3.0,1.0,50.0,50.0,-1.0439369922579513
19410,3.0,2.0,70.0,70.0,0.21698995507707347
19411,2.0,2.0,61.0,56.0,-0.6616625600496001
19412,1.0,1.0,38.0,33.0,-2.1550674353263446
19413,3.0,2.0,90.0,71.0,0.6180097610972876
19414,2.0,1.0,90.0,50.0,-0.983266140024138
19415,2.0,1.0,42.0,42.0,-1.6808658970207206
19416,3.0,2.0,96.0,61.0,0.15237305491707184
19417,3.0,2.0,74.0,64.0,0.1812368861109735
19418,1.0,1.0,49.7,30.0,-1.8786272356003433
19419,2.0,1.0,54.0,47.0,-1.1948891617248867
19420,3.0,2.0,79.0,67.0,0.45983023443082804
19421,1.0,1.0,30.0,27.0,-2.381272115422951
19422,2.0,1.0,53.0,47.0,-1.2391699694545448
19423,2.0,1.0,40.0,40.0,-1.647984215304824
19424,2.0,1.0,31.0,31.0,-1.9644311410150936
19425,4.0,3.0,97.0,80.0,1.349953658137078
19426,3.0,2.0,81.0,81.0,0.6575159845015331
19427,4.0,3.0,76.0,76.0,1.0960342345586034
19428,4.0,3.0,89.0,80.0,1.2847204409835091
19429,3.0,2.0,82.1,77.0,0.10947743834998587
19430,3.0,2.0,46.0,46.0,-0.7855258688874783
19431,5.0,4.0,108.0,101.0,3.2095194366863926
19432,4.0,3.0,114.0,108.0,2.713356069794912
19433,2.0,1.0,44.0,44.0,-1.5945653266670035
19434,3.0,2.0,105.0,64.0,0.7348253480239738
19435,3.0,2.0,60.0,60.0,-0.33054105023338676
19436,4.0,2.0,84.0,84.0,1.1761014924042748
19437,3.0,2.0,58.0,50.0,-0.43976318907741474
19438,2.0,1.0,48.0,45.0,-1.422925383658757
19439,3.0,1.0,156.0,67.0,0.7151918932128685
19440,3.0,2.0,83.0,75.0,1.052918614581367
19441,3.0,2.0,57.0,52.0,-0.4678882844589181
19442,2.0,1.0,51.0,48.0,-1.415860202896869
19443,3.0,1.0,77.5,60.0,-0.36715004756047825
19444,3.0,2.0,70.0,57.0,0.1804110115467296
19445,3.0,2.0,58.0,54.0,-0.25037719844827333
19446,1.0,1.0,35.0,31.0,-2.149342690434499
19447,3.0,2.0,65.0,63.0,-0.02924233421818063
19448,2.0,1.0,38.0,38.0,-1.6721949544079127
19449,2.0,1.0,34.0,34.0,-1.8105720770540266
19450,2.0,1.0,47.0,44.0,-1.4325864838444329
19451,2.0,1.0,48.0,46.0,-1.519724731746487
19452,4.0,3.0,140.0,130.0,3.1455249192573564
19453,1.0,1.0,18.0,18.0,-2.694563754375819
19454,3.0,3.0,67.0,59.0,0.6330596176380898
19455,2.0,1.0,64.0,55.0,-0.9442355889961525
19456,6.0,5.0,110.0,110.0,3.666931206276257
19457,1.0,1.0,31.0,26.0,-2.2707151603542126
19458,1.0,1.0,29.0,26.0,-2.3883612762824526
19459,1.0,1.0,27.0,27.0,-2.399087360877054
19460,4.0,3.0,95.0,82.3,1.3585878086262757
19461,1.0,1.0,33.0,33.0,-2.297514192616413
19462,2.0,1.0,65.0,40.0,-1.2842056444979573
19463,3.0,2.0,65.0,65.0,0.1560375217373021
19464,2.0,1.0,49.0,41.0,-1.6608286383238977
19465,1.0,1.0,35.0,32.0,-2.3024863816020975
19466,4.0,3.0,115.0,107.0,2.286077956440163
19467,3.0,2.0,75.4,55.0,0.06324117258169186
19468,5.0,5.0,131.0,122.0,3.8457398373488596
19469,1.0,1.0,34.0,30.0,-2.0505048583826158
19470,1.0,1.0,39.0,28.0,-2.195529428462609
19471,3.0,2.0,72.0,72.0,-0.023400303913899852
19472,2.0,1.0,44.0,38.0,-1.5999203867518703
19473,2.0,1.0,53.0,48.0,-1.2519406255318621
19474,2.0,1.0,50.0,47.0,-1.0251587820871777
19475,3.0,2.0,52.0,47.0,-0.5216473808347522
19476,4.0,3.0,200.0,193.0,4.939467997600663
19477,3.0,2.0,70.0,60.5,0.15770268543578783
19478,1.0,1.0,30.0,26.0,-2.3439324120274767
19479,1.0,1.0,38.0,30.0,-1.9915147889908362
19480,4.0,3.0,122.0,100.0,2.409056025163232
19481,4.0,3.0,187.0,160.0,4.238196644776906
19482,1.0,1.0,24.0,20.0,-2.5809235310926737
19483,3.0,2.0,120.0,120.0,0.994364571521864
19484,4.0,3.0,155.0,133.0,3.4973239460232817
19485,3.0,2.0,96.0,80.0,0.760122177410396
19486,4.0,3.0,106.0,106.0,3.267314934046959
19487,3.0,2.0,100.0,66.0,0.4793863326031427
19488,4.0,3.0,165.0,102.0,2.7114804365211773
19489,3.0,2.0,116.0,116.0,1.3999144519490485
19490,3.0,2.0,60.0,56.0,-0.0846378034268947
19491,2.0,1.0,50.0,45.0,-1.361347792554909
19492,1.0,1.0,42.0,37.0,-1.8915516219587762
19493,2.0,1.0,46.0,42.0,-1.4128152815954074
19494,5.0,4.0,195.0,160.0,5.676813672696632
19495,1.0,1.0,39.0,36.0,-2.1202115556411583
19496,3.0,2.0,229.0,100.0,2.324350793104163
19497,2.0,1.0,36.0,36.0,-1.844378021172754
19498,3.0,2.0,58.0,58.0,-0.1414663555459385
19499,3.0,2.0,100.0,80.0,0.5492836937503437
19500,3.0,2.0,106.0,92.0,1.9593144006345347
19501,1.0,1.0,34.0,34.0,-2.247548944352637
19502,2.0,1.0,50.0,48.6,-1.2622634929582948
19503,3.0,2.0,50.0,50.0,-0.5191461499525344
19504,2.0,1.0,64.0,61.0,-0.4301310638596858
19505,3.0,2.0,59.0,56.0,-0.12644935655731349
19506,1.0,1.0,40.0,37.0,-2.090929463687262
19507,1.0,1.0,30.0,26.0,-2.4211518067220283
19508,3.0,2.0,38.0,38.0,-0.9056932884287682
19509,3.0,2.0,48.0,48.0,-0.5795288359790267
19510,2.0,1.0,43.0,38.0,-1.4129439087596487
19511,6.0,4.0,117.0,105.0,3.3209267136797966
19512,3.0,2.0,80.0,65.7,0.5310362298628398
19513,5.0,4.0,148.0,148.0,4.201998755023338
19514,4.0,3.0,121.0,98.0,1.4999209362346477
19515,4.0,3.0,131.0,131.0,2.277542366476567
19516,1.0,1.0,44.0,36.0,-1.9275957239160637
19517,4.0,3.0,72.0,69.0,0.9621640754681454
19518,1.0,1.0,33.0,29.0,-2.118600355806232
19519,2.0,1.0,88.0,44.0,-0.9081778586947232
19520,3.0,2.0,87.0,87.0,0.7613833768293411
19521,3.0,2.0,75.0,68.0,0.34602814184710734
19522,1.0,1.0,47.0,32.0,-2.0303548334013675
19523,4.0,3.0,118.0,90.0,1.7999842665899812
19524,4.0,3.0,150.0,119.0,3.600936591517608
19525,1.0,1.0,32.0,29.0,-2.2333129334638233
19526,5.0,4.0,205.2,147.0,5.187681645400919
19527,4.0,3.0,190.0,80.0,2.8181080163676198
19528,2.0,2.0,89.0,89.0,0.1998191522769724
19529,3.0,2.0,53.0,53.0,-0.4822742269437649
19530,4.0,3.0,145.0,131.0,3.244608487854543
19531,1.0,1.0,43.8,25.0,-2.125075963972422
19532,1.0,1.0,54.0,49.0,-1.5735622018360391
19533,2.0,1.0,50.0,42.0,-1.5263714711114091
19534,4.0,3.0,103.0,76.0,1.200988488236538
19535,3.0,2.0,90.0,90.0,0.5879776046493559
19536,2.0,1.0,28.0,28.0,-1.9888059160268132
19537,2.0,1.0,55.0,45.0,-1.0708600360867482
19538,4.0,3.0,94.0,79.3,1.2432349234915703
19539,4.0,3.0,80.0,70.0,1.4118762923970674
19540,3.0,2.0,86.0,76.0,0.5840014572175861
19541,2.0,1.0,47.0,42.0,-1.5301615101553385
19542,2.0,1.0,60.0,50.0,-1.0495996117554505
19543,2.0,1.0,40.0,40.0,-1.6745090626724208
19544,3.0,2.0,69.0,69.0,0.22812566680626675
19545,4.0,3.0,105.0,98.0,2.025874190269211
19546,3.0,2.0,61.0,57.0,-0.1310179430168647
19547,3.0,2.0,100.0,96.0,0.7501968306062093
19548,2.0,1.0,44.0,44.0,-1.6164834398119965
19549,2.0,1.0,52.0,52.0,-1.3593878239325314
19550,3.0,2.0,104.0,92.0,1.877702708704914
19551,2.0,1.0,38.0,38.0,-1.6387918338866627
19552,3.0,2.0,64.0,58.0,-0.21917120790947212
19553,1.0,1.0,23.0,22.0,-2.521197860527509
19554,2.0,1.0,91.0,60.0,-0.7278871608551023
19555,3.0,2.0,140.0,100.0,1.283212949763489
19556,3.0,3.0,180.0,126.7,3.7983661340407306
19557,3.0,2.0,52.0,52.0,-0.5635663057891247
19558,2.0,1.0,42.0,42.0,-1.5106829874295813
19559,1.0,1.0,39.0,39.0,-1.928010921491456
19560,3.0,2.0,97.0,82.0,1.0065714112757551
19561,1.0,1.0,33.0,29.0,-2.2809062760055805
19562,1.0,1.0,42.0,38.0,-1.979383158306771
19563,1.0,1.0,35.0,31.0,-2.190075013101896
19564,2.0,1.0,70.0,60.0,-0.7362202706580646
19565,2.0,1.0,65.7,42.0,-1.1782186292913797
19566,1.0,1.0,29.0,27.0,-2.340861646675815
19567,2.0,1.0,41.0,36.0,-1.6890967714385234
19568,3.0,2.0,82.0,62.0,0.29740109712778057
19569,3.0,2.0,85.0,81.0,0.7763443840929315
19570,2.0,1.0,76.0,50.0,-0.9930887186112298
19571,4.0,3.0,169.0,144.0,2.613848785349726
19572,2.0,1.0,60.0,51.0,-1.1404589538566094
19573,1.0,1.0,41.0,40.0,-2.030674241660589
19574,2.0,1.0,75.0,68.0,-0.6460532188984197
19575,3.0,2.0,50.0,50.0,-0.3979433710106737
19576,2.0,1.0,50.0,50.0,-1.4353112957893797
19577,4.0,3.0,57.0,54.0,0.558731745193665
19578,2.0,1.0,35.0,35.0,-1.8214326114580488
19579,3.0,2.0,70.0,62.0,0.20968077303390695
19580,1.0,1.0,22.0,22.0,-2.4826082530445888
19581,1.0,1.0,40.0,36.0,-2.081097920697167
19582,1.0,1.0,44.0,38.0,-1.692382149839819
19583,3.0,2.0,65.0,65.0,-0.1113820649965535
19584,3.0,2.0,160.0,90.0,1.7542348344135463
19585,2.0,1.0,42.0,42.0,-1.5311772706799889
19586,4.0,3.0,115.0,101.0,1.7373322925114896
19587,5.0,3.0,149.0,149.0,3.547180796332023
19588,3.0,2.0,60.0,54.0,-0.1083229721384363
19589,3.0,2.0,71.0,65.0,-0.046409038321553055
19590,2.0,1.0,47.7,35.0,-1.6208035838920694
19591,2.0,1.0,37.0,36.0,-1.737779609851786
19592,3.0,2.0,72.0,69.0,0.18600915412267646
19593,2.0,1.0,47.0,40.0,-1.5033875997099182
19594,4.0,3.0,107.0,85.0,1.61532256654093
19595,3.0,3.0,76.0,68.0,0.843750289905538
19596,2.0,1.0,44.0,38.0,-1.5183193769041312
19597,1.0,1.0,34.0,34.0,-2.1968048864253666
19598,1.0,1.0,31.0,27.0,-2.3809739224753588
19599,1.0,1.0,44.7,30.0,-2.0489815698799076
19600,3.0,2.0,104.0,62.0,0.5846681880934576
19601,4.0,3.0,108.0,94.0,2.512494200446537
19602,2.0,1.0,45.0,38.0,-1.6402858525652706
19603,3.0,2.0,62.0,55.0,-0.2883981799343655
19604,2.0,1.0,42.0,39.0,-1.6925020355336207
19605,4.0,3.0,83.0,74.0,1.2202902124429544
19606,3.0,2.0,177.0,113.0,2.8657757709238716
19607,3.0,2.0,70.0,63.0,0.3012670554140311
19608,1.0,1.0,23.0,23.0,-2.5164397491459267
19609,1.0,1.0,32.0,29.0,-2.3148141341132114
19610,3.0,2.0,78.0,66.0,0.22170280390671265
19611,2.0,1.0,52.0,47.0,-0.4048606764330392
19612,5.0,3.0,125.0,125.0,3.5352396701344997
19613,5.0,3.0,93.0,69.0,1.533315804900121
19614,3.0,2.0,102.0,91.0,1.5382587616484191
19615,3.0,2.0,67.0,64.0,-0.09060180870554606
19616,2.0,1.0,32.0,32.0,-1.8674444381614017
19617,3.0,2.0,70.0,70.0,0.20437126386154625
19618,5.0,3.0,88.0,78.0,1.7066528943878232
19619,3.0,2.0,72.0,67.0,0.1315438368526042
19620,4.0,3.0,70.0,67.0,0.8951596517379702
19621,4.0,3.0,120.0,110.0,3.0052591523904595
19622,3.0,2.0,94.0,75.0,0.49176195386079524
19623,2.0,1.0,54.0,38.0,-1.531127317932965
19624,3.0,2.0,51.0,49.0,-0.5264648848644156
19625,2.0,1.0,39.6,37.0,-1.7078913945309522
19626,3.0,2.0,75.0,63.0,0.12135293489866879
19627,4.0,3.0,201.0,201.0,5.168306162169753
19628,1.0,1.0,23.0,21.0,-2.5170594380008913
19629,4.0,3.0,149.0,133.0,3.0004075530775163
19630,1.0,1.0,36.0,34.0,-2.2020731976576804
19631,2.0,1.0,32.0,32.0,-1.8582349032275018
19632,2.0,1.0,66.0,45.0,-1.211037325765661
19633,3.0,2.0,72.0,69.0,0.2563553863035257
19634,3.0,2.0,86.0,86.0,0.9217853430474392
19635,3.0,2.0,144.4,112.0,1.8272397181364266
19636,2.0,1.0,38.0,36.0,-1.6967836851777072
19637,3.0,2.0,76.0,58.0,0.3028353619096456
19638,2.0,1.0,39.0,30.0,-1.806237314173188
19639,3.0,2.0,160.0,160.0,3.2490286451324946
19640,4.0,3.0,151.0,129.0,3.0751964304362573
